Netweight (kg)	Trade Value (US$)
14459	135232
363	39192
85	7741
13875	81335
136	6964
16036	631117
1222	76836
1062	6750
8312	462785
5440	84746
77088	381585
51396	233622
21960	134344
3687	13356
45	263
8003	122496
332	39894
210	21389
7288	50914
125	9806
48	493
236764992	160023
13365000	7507
223379008	152495
21000	21
15179	561447
6	83
1595	54981
850	30375
1291	63445
75	1110
5882	327871
5480	83582
93187	454484
53940	276591
39208	177645
6	119
33	129
18666	242309
1167	63595
150	1124
16771	166342
90	5532
488	5717
4967	155577
1450	46676
3310	102462
133	4276
63	2044
11	118
0	718999
0	52899
0	57800
0	28500
0	567800
0	12000
0	127572
0	84936
0	16396
0	26240
0	12214402
0	34895
0	199585
0	500671
0	26318
0	3448
0	1110969
0	843708
0	1944838
0	50379
0	180286
0	115670
0	828621
0	15822
0	8012
0	1195006
0	1539173
0	3617001
0	19532
0	1492
0	1328
0	4358
0	4824
0	7052
0	478
0	116733
0	27274
0	14381
0	52246
0	22832
0	9041471
0	125415
0	538029
0	207207
0	650254
0	658562
0	826552
0	79386
0	20730
0	29577
0	202645
0	32619
0	10876
0	98022
0	852048
0	1286936
0	3422613
21150	30643
324	2037
621	1922
835	1995
343	2008
1750	1972
3875	12141
13250	7713
152	855
0	137912
0	10868
0	5573
0	107231
0	14240
0	12048357
0	223499
0	64216
0	863924
0	44596
0	1405815
0	523154
0	631593
0	56723
0	167190
0	24360
0	939503
0	81726
0	11346
0	510856
0	43646
0	22878
0	2571892
0	916487
0	2944953
0	15986
0	1779
0	705
0	4635
0	920
0	2370
0	5577
0	88323
0	1513
0	6339
0	24171
0	41907
0	14393
	13201022
2097	94292
7642	343600
2910	130844
	1394239
15782	709585
	1536778
1541	69281
106	4780
28373	1275708
4150	186597
1438	64651
374	16794
	2393697
	1694009
	3286169
	4899
	5
	4822
	71
3110	51812
2402	39428
490	7807
218	4577
	58144
	4358
455	754
3901	48561
99	4470
0	11346031
0	155289
0	71492
0	344798
0	833585
0	541187
0	1292188
0	54216
0	46079
0	1487507
0	73588
0	16535
0	248326
0	729038
0	50788
0	5564
0	1368203
0	1323163
0	2704485
0	10498
0	1067
0	5895
0	3279
0	257
237	6345
128	3699
109	2646
213660	10135683
52	799
20	2023
4370	247042
9526	389963
363	4635
20761	145679
242	68500
3062	535226
546	5800
7875	1501137
8687	79634
332	10476
4750	1120454
153034	6024246
40	69
0	446038
0	182188
0	201844
0	47116
0	14890
322658	12978684
152	1629
6171	593219
6562	268041
207	5052
36687	333711
1187	163389
1000	471179
6125	1662302
42	675
10062	98216
4000	972251
250463	8409020
0	512569
0	190618
0	236389
0	6231
0	60572
0	18759
624118	17811440
195	3581
7866	750389
12749	377237
39953	285041
488	126083
1375	444906
14062	3000944
30769	271395
3250	815970
513365	11735300
46	594
0	491651
0	169863
0	240529
0	81259
381291	14408661
190	5337
23	860
3960	458614
14800	341922
7375	64679
437	132526
441	142408
8132	2108283
12	4520
4937	74412
1915	17704
328	31261
338731	11025749
10	386
3364	61061
3252	57073
112	3988
58509	22454
57090	9321
1366	12421
53	712
	428400
	136184
	209448
	67942
330	14827
	16628574
	8483
	119217
8685	307897
1472	66172
	215037
7584	341012
47479	2134793
8618	387505
	13044447
2280	4011
0	538162
0	173443
0	297157
0	51690
0	15872
0	10260
0	10260
41180000	48808
40060000	45690
1120000	3118
0	745
0	745
5300000	2996
5000000	2900
300000	96
686493	8502313
3437	106977
36757	2182951
5812	343387
13250	808821
4812	32308
613062	4605711
6899	179099
89	6049
2375	237010
0	262000
0	206000
0	56000
540769	7649345
3250	84624
45453	2377824
5875	315830
40457	1926046
3750	24936
438250	2675899
109	5270
3625	238916
0	1299283
0	1299283
285090	5871516
507	35844
40929	2264563
5562	318066
39937	1888063
193843	1199554
4312	165426
639731	7585495
644	39496
66788	2385017
1812	109167
476	22930
42761	2128267
521750	2658770
5500	241848
91	2559
4	174
87	2385
631671	5964377
40757	1670309
2750	99735
18292	813874
5875	16352
558687	3069192
5250	294415
60	500
112675	5338072
902	40536
98368	4592419
1245	65954
	2659
12160	636504
0	86917
0	24067
0	10658
0	39330
0	12862
0	250172
0	3360
0	19489
0	7509
0	28181
0	8999
0	141364
0	3973
0	7377
0	29920
461429	517080
277	283
45	23
4	36
461080	516308
23	429
0	122277
0	17540
0	11000
0	23975
0	20746
0	49016
131398360	128066464
39274448	37226472
1787	52335
5245686	4813737
2779602	3582130
83815040	75592552
252819	3372607
28976	3426628
181004960	110237592
3368	2051
41736256	27704668
5895	3590
58275996	934959
12044389	3297233
51742672	70945680
33683	20514
6737	4103
36210	22053
15157	9231
12673436	4594792
4431165	2698716
0	107356136
0	15652
0	21942204
0	131780
0	2330141
0	2665397
0	74325696
0	1514
0	8583
0	2989548
0	2945621
18069714	254764
49000	558
4000	558
18016714	253648
0	105624351
0	31406
0	16766207
0	20293
0	1449
0	2069984
0	2849369
0	79871788
0	4348
0	18844
0	2972101
0	1010832
0	7730
	104877561
	14731
	16064610
11576	61688
556	921
347187	2403983
	2825670
	81074353
287	12890
53036	2384648
758	34066
11034	58043
1222	42909
9812	15134
2002	63995
97	1784
15	509
962	39820
132	4385
796	17497
0	15074
0	15074
273	5550
273	5550
145722	1260534
119612	785193
20729	243637
503	22744
136	5555
3514	192030
1228	11375
193370	1770366
33948	419019
116374	840630
31945	302946
597	8250
10506	199521
2840	20648
847	19503
1993	1145
288407	2056283
67511	90155
351	2831
180222	1339159
32949	390201
1500	11070
5874	222867
1312	8807
277	8125
1035	682
317489	1569436
464	33142
29675	77101
8750	9633
597	6363
265277	720865
398	1701
11371	701521
480	18118
477	992
147592	1321771
22109	83397
1295	13620
98390	788815
8490	92525
2076	26240
15232	317174
1450	15382
798	12780
652	2601
30523	292605
193	10566
384	7310
16350	2213
13376	271135
220	1380
215333	1305151
355	5500
1937	14583
163277	818797
19046	252143
25500	24649
78	4459
5140	185020
362	448
362	448
36415	365227
26045	71007
621	37735
527	79379
9222	177106
2894	10223
304	8401
2437	1082
153	740
145635	1393980
68531	57207
69109	1047739
7995	289034
891376	983764
4875	16643
22749	72628
128	10645
853312	660861
8625	207666
1687	15321
10489	1340731
109	129823
1554	99400
31	59210
1750	333570
468	57216
5125	377212
1374	284145
78	155
6495	1147971
85	126639
31	57707
800	234085
128	11394
3354	207276
2097	510870
4969	838632
45	70220
25	47880
117	136937
3499	230513
1252	308260
31	44822
7763	1117003
121	113765
31	51437
117	124378
5569	322204
1925	505219
8122	1058773
73	99945
8	1598
125	56944
97	100904
5798	312293
1722	421088
299	66000
21196	2504011
195	22038
1231	81053
1633	250190
130	18246
696	106673
4295	167849
304	21615
18	4114
12694	1832233
33154	523610
23332	464034
356	889
3309	19823
6057	37225
100	1638
19122	334661
41	2041
519	5144
15312	302815
2250	16374
773	4748
199	3149
28	390
18740	2687990
288	19593
820	218783
187	21550
371	31294
3574	37197
13500	2359573
56884	393463
179	3656
16035	307575
5679	15185
128	2603
34664	60983
199	3461
27819	2623225
225	40478
1187	47290
2687	425494
375	38119
296	35490
945	40419
539	39075
132	10067
21433	1946793
62269	282448
289	2150
32140	40871
22707	181261
1636	28805
5167	24496
296	4501
34	364
45610	3209927
924	106537
2839	176715
13250	356597
960	93042
906	135360
476	18180
960	89785
898	36671
24397	2197040
23715	343148
70	7999
34	881
18773	311808
699	4683
70	1040
3750	11556
296	5135
23	46
158642	4348226
429	26938
3812	121208
66	1340
3875	45076
1125	106475
149304	4046771
31	418
446625	3031117
444750	2902912
1875	128205
107494	3344616
285	19188
171	13427
39390	108136
1500	131313
66148	3072552
477295	3069888
475956	3005651
1339	64237
50207	2329286
145	15266
2544	141113
1399	54205
40	575
1208	101745
245	20635
44626	1995747
437670	2388577
437661	2387768
9	809
55143	2152634
898	21315
6011	199633
5125	46117
1437	142330
4979	268576
36574	1473858
119	805
287729	1666676
281812	1490884
3437	32048
480	23746
2000	119998
82602	3507090
601	18257
17062	595996
37	1081
5503	52050
1250	107451
1750	96707
56373	2635131
26	417
455750	2163388
453625	2027907
2125	135481
1193	133224
1193	133224
2834295	29743000
52921	2337000
555187	2180000
43222	345000
271452	4736000
876968	6799000
246660	2677000
610170	5712000
36335	934000
131206	3433000
8812	536000
1362	54000
3019987	12716566
818866	5372088
746	89256
101	12295
76601	183484
2062	104451
2109999	6487856
11112	420310
472	46378
28	448
2535408	31244242
70296	1711191
589772	2840134
30273	1038039
231416	6018841
804351	7404154
199683	1981086
439088	5825707
38492	983458
112284	2747667
12375	76275
7378	617690
2031229	11357971
1187	53862
402	3220
228815	3600473
3812	152921
85	7722
4562	195385
1778940	6299977
3874	588519
9544	455421
8	471
103079	5884170
179	3108
78232	2746197
1074	26594
488	40492
800	100831
40	972
987	119471
1515	415948
18827	2275765
937	154792
2232532	29707000
22945	602000
6812	475000
558253	2526000
27472	1240000
218964	5693000
728776	7336000
67265	1156000
1562	435000
5062	78000
422572	6525000
25785	691000
137851	2331000
2276	54000
6937	565000
0	12050394
0	65203
0	3551170
0	100500
0	9957
0	575333
0	7227182
0	344863
0	176186
52180	4741284
24284	1190739
10	603
709	47844
859	92305
82	54930
31	819
988	116382
1750	490095
21905	2484681
1562	262886
1268637	22063000
47050	891000
3812	148000
265500	1461000
79425	2233000
212186	5119000
428979	5000000
7750	443000
898	208000
3078	432000
6750	114000
101870	3328000
16324	374000
88390	1749000
6625	563000
0	10744107
0	3987763
0	46141
0	10507
0	30983
0	6104979
0	385990
0	177480
0	264
50534	5565599
61	2467
21857	1019850
781	46658
640	83740
330	16112
1100	137939
3208	974611
20981	3021687
1576	262535
120587	8215236
1559	18147
505	59686
4555	487121
5399	445557
5405	519042
876	14405
293	14327
7390	479864
348	8269
44915	2598503
40	875
1920	12042
3039	179340
6849	389197
37494	2988861
2079083	23770000
56420	1000000
1683	142000
722826	2464000
214377	2769000
218147	4213000
605607	5328000
16215	291000
700	122000
6645	663000
133730	4014000
16418	374000
81572	2027000
4743	363000
	9966195
819	31343
	3538371
1009	1161
1225224	5910787
	373811
1307	110722
44043	3206017
183	1992
16015	665845
437	33152
1125	117281
125	128382
226	22300
25038	2083541
894	153524
122095	8749822
6312	764513
2250	78998
1937	65511
2179	117140
648	1938
1125	57634
3062	72617
8125	286636
6988	243171
12250	725724
2062	72800
132	5087
2562	96347
2742	105608
69479	6047957
242	8141
83302	5021243
97	8113
347	20076
56058	2079132
187	5550
565	74720
1062	122949
82	103533
464	70350
371	111067
22944	2241022
1125	184731
68195	5815646
74	4491
4187	795563
757	41483
2562	270142
343	1841
660	40410
261	11958
8125	266875
10062	376475
1812	113679
4375	205751
515	18000
468	18552
33440	3638979
554	11447
73678	1908090
3125	501283
37	3917
1687	60718
1625	39453
5500	124251
2000	99811
359	13800
2	608
585	35223
58745	1028710
13	316
121146	7487305
8136	375232
3562	499031
609	20000
2375	319245
3890	368169
1312	31710
605	26707
11250	331539
183	752
132	3722
28437	1474486
1250	44160
17371	774925
2375	304938
39659	2912689
48183	6766920
13187	1740948
1875	188501
2062	183326
4250	635517
12187	564663
5812	850339
8750	2603449
60	177
39332	5232841
7272	965794
2437	184906
1187	110496
6812	969313
9437	600014
5812	747403
6375	1654915
32358	4298736
2135	110468
1687	126218
1100	42692
9125	796412
6187	471831
6437	1148939
5687	1602176
38623	4397836
4312	402873
6437	370912
1125	60283
9875	1000312
4937	205718
3000	641395
8937	1716343
24893	3739114
641	49853
3202	245315
178	12600
8584	903071
6586	1170218
5702	1358057
52677	664056
1975	11940
38530	510067
12172	142049
2815	44245
2815	44245
46729	556446
366	13995
1250	96199
33238	427294
11875	18958
0	724799
0	237800
0	177600
0	309399
39600	549194
16124	252695
23476	296499
476	586402
256	270219
2	25740
218	290443
182160	1460000
56	2000
1000	35000
8000	249000
3000	205000
144000	284000
2125	93000
4000	126000
19980	466000
80771	7727153
1000	90143
3375	934372
23699	1548056
2812	67548
41261	4200309
5562	698750
3062	187975
997143	5101000
14000	571000
13000	632000
535000	2076000
309038	409000
104000	662000
5000	64000
17000	686000
105	1000
94985	7159311
4187	49503
4750	1240404
10875	985221
9625	82320
9250	596495
1500	39059
488	8620
46871	3622856
984	86490
3187	224699
3250	223565
18	79
12000	503000
20000	264000
17000	549000
12000	145000
58000	12000
9000	354000
289	2000
101553	5783396
1625	31095
3750	1168200
8625	737221
30496	322277
3687	402191
3000	45701
41328	2457074
9000	619554
42	83
600734	3811000
3000	29000
13631	478000
10000	278000
205788	1238000
90315	68000
85000	767000
58000	119000
115000	252000
20000	582000
131559	5660094
1650	21979
4	60
5764	1207716
16079	729644
39920	488552
429	245000
53512	2138645
5197	408498
9004	420000
67223	1512000
1000	42000
3000	255000
4000	223000
34000	102000
2000	92000
7000	240000
16223	558000
108426	5800275
1437	105000
9562	221591
480	52317
9687	1317709
9375	1108080
35300	587764
16281	357420
23242	1779103
3062	271291
6960	184291
6812	179084
148	5207
4229	101920
3937	96809
292	5111
596	13479
596	13479
1413	16375
1375	12775
38	3600
1482	23284
183	5197
222	6565
1057	11180
20	342
5716	42008
199	6298
5517	35711
8295	127447
4402	65817
3893	61629
5885	38508
464	9838
5421	28670
12643	106053
11930	101419
700	4375
13	259
4586	6978
20	577
54	1226
4500	4733
12	442
11330	116014
11065	109044
205	5710
60	1260
21984	210195
21024	195561
648	4620
10	1308
268	8155
34	551
12291	152110
9237	119049
2847	32599
207	462
18716	100808
18662	99918
54	890
13819	109499
13570	104933
144	2702
105	1864
5763	102975
5470	97850
128	3218
165	1908
252	4673
252	4673
8780	96491
8687	95695
93	796
417	7740
218	2660
199	5080
17819	302753
9312	140154
8343	143071
152	19195
12	333
29110	409093
7499	101733
15992	244515
4538	35073
539	2423
542	25349
636529	5209764
16124	433872
31436	733233
51506	1087017
789	27642
141475	1236382
1500	9729
843	20299
148	2284
13875	7486
1136	18750
41791	1064565
335750	567745
156	760
25860	306650
160	3125
8908	159532
16062	127522
730	16471
100000	3794138
13000	556801
13000	505601
34000	957868
2000	41067
2000	66933
3000	65067
2000	73600
1000	53067
24000	790401
6000	683734
9793	101201
623	2989
692	3033
6168	77108
1800	5098
510	12973
213000	2028000
27000	47000
1000	54000
17000	4000
2000	125000
1000	21000
150000	1034000
14000	682000
1000	61000
1037659	9468481
3000	63769
8812	153686
8812	137686
34875	994097
197674	1093897
578972	4528749
699	12984
104257	1254960
96183	1216655
4375	11998
297183	3328000
27000	31000
183	9000
8000	337000
1000	70000
242000	1614000
18000	1246000
1000	21000
521343	3932000
2000	9000
5000	3000
2000	3000
1000	69000
4000	331000
414	12000
180000	337000
173000	1908000
31000	66000
15000	872000
107000	295000
929	27000
621398	5538106
6812	203768
24569	148500
47874	842601
43092	920339
175	1863
174312	1672447
597	3960
20	2082
78	1557
51932	1145876
271937	595113
231535	3141000
10000	18000
22000	14000
4000	70000
10000	32000
410	15000
3000	225000
65000	96000
66875	1345000
10000	67000
32000	1204000
6000	50000
2250	5000
239000	1943000
1000	52000
63000	11000
8000	88000
2000	51000
61000	621000
3000	228000
13000	652000
88000	240000
0	18556
0	6131
0	12386
0	39
0	115175137
0	177455
0	420512
0	50405
0	114292150
0	7406
0	76685
0	150524
2412838	8940053
11562	256986
2186463	5910131
11375	896565
36261	263373
152647	959806
402	66238
10125	356382
4003	230572
0	90614384
0	13438
0	30351
0	11121
0	4413
0	90418912
0	74126
0	62010
0	17
3596551	10359271
937	39671
3387701	8055443
11695	825231
137018	717589
2085	148427
20675	263751
31187	52189
5171	256771
82	199
0	3821
0	3821
0	97539064
0	64278
0	208244
0	9875
0	97112994
0	44958
0	98715
1462762	6884047
1500	35980
1361728	4401459
113	5617
18921	1096356
2375	110470
69830	519193
1187	204301
5000	243265
796	4519
1312	262887
51029851	95234733
220	9905
3775	169734
228	10242
51016418	94630763
8568	385251
641	28839
3109836	7529572
6609	138564
1625	20399
2884758	4826647
21720	998232
7575	294782
156678	440802
631	61737
4356	194408
23213	61998
2651	490062
20	1941
10384	120737
10187	117998
197	2739
0	115715181
0	851
0	74593
0	460701
0	92901
0	114851901
0	13505
0	65855
0	154874
1272937	7069668
1145214	4982769
11312	857375
503	21332
110776	1080057
695	37223
2375	7465
2062	83447
2226	32217
1850	1885
376	30332
67500	2024815
179	2284
2734	20754
394	8000
191	16462
32913	689662
3375	155855
945	25580
26769	1106218
38805	1343829
449	6020
296	8660
277	21538
11261	172583
2375	117735
1812	32790
22335	984503
0	2006290
0	889
0	128124
0	2022
0	41705
0	1649225
0	184271
0	54
35394	1272242
2875	34020
2625	132001
40	8310
8988	153038
585	50157
20281	894716
0	2088453
0	821
0	1274
0	144681
0	105682
0	1563499
0	257420
0	15076
61447	1186745
855	12011
437	7064
4125	20995
31687	80900
3000	100946
804	53708
20539	911121
0	2515729
0	1309
0	429676
0	1300
0	269080
0	1601610
0	212754
26758	1113796
3034	63180
450	24687
522	5369
1000	82534
2794	125530
18959	812497
209681	2199410
329	545
23	1048
6558	230900
9592	329463
830	1374
101328	1485347
91021	150732
0	149677
0	130182
0	18597
0	898
0	2498683
0	178756
0	3255
0	60354
0	1295128
0	802720
0	158380
0	90
10356632	23303464
12800	475420
1000	7671
9208776	13772105
4609	441177
347	30745
228894	369423
46743	2041112
814167	1658220
25421	2464388
13875	2043203
6712503	19600460
1077	23995
5652185	9240463
4300	275098
242	23570
360088	615859
60656	2737029
578128	1560956
109	2308
42781	3084698
12937	2036484
0	17752396
0	13301
0	57583
0	9412629
0	482073
0	52676
0	441644
0	1000718
0	1525049
0	2966083
0	1800640
0	1014388
0	32739
0	137949
0	186169
0	8058
0	217748
0	198598
0	112826
0	33779
0	86237
0	285
0	18116559
0	4862
0	18411
0	14385
0	32436
0	11284985
0	391939
0	55541
0	55272
0	172497
0	401258
0	1054240
0	3217007
0	1413726
	1155095
597	26831
2262	101686
1221	54918
	48
8185	368003
4059	182520
14903	206311
2836	127498
1941	87282
7804099	16540858
2997	34541
24286	279887
5745234	8491772
69423	800078
1895	21845
280	24898
55183	91149
72615	635827
1580258	2427872
246049	3090981
5879	642008
0	1394708
0	285505
0	33264
0	56831
0	10292
0	908725
0	100091
9279	1658293
6	1049
273	59009
2000	90218
6000	1198677
1000	309340
15022	1496291
46	9063
9000	313962
5000	981037
976	192229
10429	1313852
97	24556
332	82501
6000	216778
3000	843644
1000	146373
	2830787
	2830787
7710	488802
1265	9597
446	3381
3000	97390
2000	245710
1000	132725
299	19005
299	19005
0	104000
0	18000
0	40000
0	34000
0	12000
1026	87224
786	67587
202	16979
38	2658
544272	6056186
136	1797
452014	3762771
57355	1479957
125	1919
33978	694806
628	114410
36	526
23518	319698
949	131570
17882	99578
4687	88550
729181	6886719
93	1565
89	2337
2277	14738
11	586
550529	3816020
27815	974010
97	6054
257	6006
147026	1875144
159	13990
828	176269
331154	1030165
60847	65285
251218	702464
1375	102102
515	52119
17199	108195
646741	6033821
11	732
20	1071
2437	137439
529502	4053310
10276	737414
